,created_at,text,retweet_count,favorite_count,screenname,location,sentiment
44,2020-04-14 13:41:40,"Merck apoya al Jenner Institute para alcanzar el primer hito en la producción de una vacuna contra el Covid-19, ""El… https://t.co/Ice4ZWDs6m",0,0,opinionynoticia,Venezuela,0.0
45,2020-04-14 13:34:52,@BombeiroFogo @PassDott21 Taquara Merck,1,1,Prazer30452737,Rio de janeiro,0.0
46,2020-04-14 13:32:56,Kunnen we het tij nog keren? En dus dat we sneller kunnen reageren? 'Big pharma' is minder gericht op verdienen aan… https://t.co/3GekXYy5ji,0,0,BINNENHOF_NL,in de buurt,1.0
47,2020-04-14 13:32:10,"$AZN AstraZeneca and MSD Inc, (MSD: known as Merck &amp; Co., inside the US and Canada) announces that the FDA has appr… https://t.co/j8wcOMYVcZ",0,0,NASDAQODUK,,0.0
48,2020-04-14 13:31:49,"$AZN AstraZeneca and MSD Inc, (MSD: known as Merck &amp; Co., inside the US and Canada) announces that the FDA has appr… https://t.co/jQUsnmaVpq",0,0,DataTrials,,0.0
49,2020-04-14 13:28:42,"During this time, antimicrobial agents are essential. We continue to mobilize our expertise, our resources, and our… https://t.co/RQ20NwRz5K",3,18,Merck,"Kenilworth, NJ",0.0
50,2020-04-14 13:28:41,"Major players in the #Multiple #Sclerosis #Drugs #Market are Biogen, Novartis, Roche, Bayer HealthCare, Pfizer, Inc… https://t.co/fveWLPwaxx",0,0,sreeramtbrc,"Hyderabad, India",0.0
51,2020-04-14 13:25:13,"Merck unterstützt Jenner Institute, um den ersten Meilenstein zur Impfstoffhers... https://t.co/H2xoticExH via @na_presseportal",0,0,FWWinterberg,Ilfeld und ganz Europa,3.0
52,2020-04-14 13:08:25,"New Merck for Mothers Commitment Adds to Global, National and Local COVID-19 Relief Efforts - https://t.co/K5PQ3cZZRG",0,0,Biopharma_asia,,2.0
53,2020-04-14 13:06:33,"Merck unterstützt Jenner Institute, um den ersten Meilenstein zur Impfstoffherstellung für Covid-19 zu erreichen https://t.co/FbgXOmjODE",0,0,gateode,,3.0
54,2020-04-14 13:05:16,"The Hanks Lab thanks all of our supporters including the Ross Bierkan Melanoma Fund, @NIH and @theNCI, the Melanoma… https://t.co/iapF09ncCs",1,1,NDeVitoMD,"Durham, NC",3.0
55,2020-04-14 13:04:27,With the aim to save the people's living and livelihood with the aim to  integrate to the Covid-19 combat strategy… https://t.co/e5uYuw1gfE,1,3,Rashakelej,Dubai -UAE,1.0
56,2020-04-14 13:04:24,"“ Great efforts from the First Lady of Gambia and ambassdor of Merck more than a Mother , H.E. Mrs. Fatomattou Bah-… https://t.co/9eKh3124lG",0,5,Rashakelej,Dubai -UAE,3.0
57,2020-04-14 13:04:04,$BGNE 's second chemo combo success in 1L NSCLC in China. Does it even matter? Via @evaluatevantage https://t.co/L2uTRkNMdC $MRK $BMY,1,1,JacobPlieth,"London, UK",3.0
58,2020-04-14 13:03:55,"@Torsk19 @benshapiro COVID 19 is just one of many germ-warfare gene-splices
of cold virus, Corona, for infectivity… https://t.co/9A8YMBGkma",0,0,stranger_poetry,http://www.bottomlayer.com/bottom/reality/RealityFrame1.html,-2.0
59,2020-04-14 13:03:18,With the aim to save the people's living and livelihood with the aim to  integrate to the Covid-19 combat strategy… https://t.co/OYIzkFnfXB,0,1,MerckFoundation,"Africa,Worldwide",1.0
60,2020-04-14 13:01:46,@Ieulahleaf @EnGrosCKoten Non merck,0,0,Sarnaque18,𝘫𝘰𝘦𝘭 ෆ,0.0
61,2020-04-14 13:01:06,"“ Great efforts from the First Lady of Gambia and ambassdor of Merck more than a Mother , H.E. Mrs. Fatomattou Bah-… https://t.co/UvjRC4hCeI",0,2,MerckFoundation,"Africa,Worldwide",3.0
62,2020-04-14 12:59:02,"Ohhhh here’s the #measles again! Merck has to make sure they stayed relevant in all this. 
https://t.co/S0tOV4xRPU",0,0,People4IC,United States,0.0
63,2020-04-14 12:49:49,@VoltFan @and_kell @markjarthur @GovMikeDeWine @DrAmyActon Yep. The woman who headed the CDC who purchased &amp; mandat… https://t.co/zv9PzDwGUF,0,0,KalebsUniverse,A parallel Universe,0.0
64,2020-04-14 12:49:20,"Merck unterstützt Jenner Institute, um den ersten Meilenstein zur Impfstoffherstellung für Covid-19 zu...Merck KGaA… https://t.co/HfNHwNuYrg",0,0,your_first_way,"Blackrock, Dublin",0.0
65,2020-04-14 12:47:06,Merck Bid for Second Pan-Cancer Keytruda Indication Would Raise Tumor Mutation Burden to CDx Status https://t.co/cWKVZKix6C,0,0,TurnaRay,New York City,-5.0
66,2020-04-14 12:43:32,MERCK Jean https://t.co/ImyCKb2jn3 Suivez @alsace_info #alsace #info #actu,0,0,Alsace_info,Alsace,0.0
67,2020-04-14 12:43:23,"@merck_de @vfapharma @JennerInstitute wow, das ist toll, herzlichen Dank!",0,1,oeli16,"Baden-Württemberg, Deutschland",4.0
68,2020-04-14 12:38:06,"Merck unterstützt Jenner Institute, um den ersten Meilenstein zur Impfstoffherstellung für Covid-19 zu erreichen https://t.co/r2gg6sXZdB",0,0,jokottenweb,Idar-Oberstein,0.0
69,2020-04-14 12:38:01,"Merck unterstützt Jenner Institute, um den ersten Meilenstein zur Impfstoffherstellung für Covid-19 zu erreichen… https://t.co/kUF7etf22J",0,0,presseportal_ch,Zürich,0.0
70,2020-04-14 12:33:39,It's #OHNCAW do you have a game plan? https://t.co/2WPqqcDmEV,0,0,WhatNext_Cancer,USA,0.0
71,2020-04-14 12:31:32,"Merck unterstützt Jenner Institute, um den ersten Meilenstein zur Impfstoffherstellung für Covid-19 zu erreichen… https://t.co/W7ycMmWBbQ",0,0,ots_panorama,"Hamburg, Deutschland",0.0
72,2020-04-14 12:25:03,We're excited to be collaborating with the @JennerInstitute on the large scale production of its COVID-19 vaccine c… https://t.co/ZQecOPGy1z,0,2,Merck_lifesci,"Darmstadt, Germany",3.0
73,2020-04-14 12:22:51,@eileeniorio @TheLimerickKing @BBCNews @BillGates Gates-sponsored HPV vaccine from Merck caused severe side effects… https://t.co/NuHZ6eyluB,0,0,pgasaluki,,-2.0
74,2020-04-14 12:22:11,"[Job] Service Desk Agent /Part-time, 6 hours/ | Company: Merck KGaA | Location: Budapest PE  Hungary | #Budapest… https://t.co/2FsdCBArnh",0,0,EngineersDay,"Atlanta, GA USA",0.0
75,2020-04-14 12:22:03,[Job] German Speaking Service Desk Agent | Company: Merck KGaA | Location: Budapest PE  Hungary | #Budapest… https://t.co/pQSoxuWfCO,0,0,EngineersDay,"Atlanta, GA USA",0.0
76,2020-04-14 12:21:53,"https://t.co/iiG31PQcwO
Merck Supports Jenner Institute to Reach First Milestone in Covid-19 Vaccine Manufacturing… https://t.co/PYG6BXWPWN",0,0,KingNormies,United States,3.0
77,2020-04-14 12:18:42,"In 2014, the #GatesFoundation funded tests of experimental HPV #vaccines, developed by GSK and Merck, on 23,000 you… https://t.co/GIyTTY7oXa",0,0,AhmedSemedaa,Indonesia,0.0
78,2020-04-14 12:14:16,"Wir freuen uns, das @JennerInstitute bei der Vorbereitung der Herstellung ihres #COVID19 Impfstoffkandidaten im ind… https://t.co/c7UtzgcVor",3,7,merck_de,"Deutschland, Darmstadt",0.0
79,2020-04-14 12:13:08,Merck's Own #STUDY: #Gardasil INCREASES Cervical Lesions by 44.6% in Women Infected w/ #HPV… https://t.co/rDmGiWdS77,8,11,LotusOak2,"NoVA, USA",-2.0
80,2020-04-14 12:10:02,": AZ, Merck get first okay for selumetinib in genetic disease NF1 https://t.co/pOekH6Rt3a",0,0,SciSeekFeed,,-1.0
81,2020-04-14 12:06:19,"They just can't help themselves. Last year NHS patient data - our data - was sold to  US drugs giants, inc. Merck B… https://t.co/hE8MOYeGK8",0,1,GusOfSudbury,,2.0
82,2020-04-14 12:05:20,"AstraZeneca and Merck drug wins approval for rare cancer after failing elsewhere 

https://t.co/qEHGCRtTQ9",0,0,medical_cons,,3.0
83,2020-04-14 12:04:44,"Merck unterstützt Jenner Institute, um den ersten Meilenstein zur Impfstoffherstellung für Covid-19 zu erreichen… https://t.co/XnO2u8lSzj",0,0,brandaktuellat,,0.0
84,2020-04-14 12:04:01,"Merck KGaA: Merck unterstützt Jenner Institute, um den ersten Meilenstein zur Impfstoffherstellung für Covid-19 zu… https://t.co/ViHLP34uj9",0,0,na_presseportal,"Hamburg, Deutschland",0.0
85,2020-04-14 11:50:03,"Until we get this for the #novelcoronavirus, keep #socialdistancing! #Antiviral #drug #therapy market:… https://t.co/dDvBxmDIyA",1,1,tbrc_info,"London, England",0.0
86,2020-04-14 11:48:32,"@mobfiction @PhRMA @Merck Not this time.  I think we've already handed Johnson &amp; Johnson billions to develop it. 

https://t.co/Xh56JXhb2k",0,0,areyoucrazy12,,0.0
87,2020-04-14 11:48:16,"Amazin speakers, top notch investors, and leading corporations such as: @martinvars, @MarioAlonsoPuig, @SoftBank,… https://t.co/K1uZOsEcI9",1,2,mbenjucv,,4.0
88,2020-04-14 11:40:40,ソウル使えばかなり強化できると思うが使う気が起きないやつ,0,0,Merck_Alician,,0.0
89,2020-04-14 11:38:08,試作で青作ったがぼろ負けしまくった,0,0,Merck_Alician,,0.0
90,2020-04-14 11:34:57,@PhRMA @Merck So spending more on advertising and bribery. Try spending money on R&amp;D. Oh that’s right the returns a… https://t.co/h0I2mVTALP,0,0,BillTaff,"Texas, USA",0.0
91,2020-04-14 11:28:27,"@merck_de 🎤🐴
Profis, halt.",0,0,germanpianist,"Baden-Württemberg, Deutschland",0.0
92,2020-04-14 11:27:28,@sakura_merck カブを捧げよ,0,1,Osukemono,アゼロス　パンダリア大陸,0.0
93,2020-04-14 11:26:28,@pufpufpafpaf @withoutwax4 @Diurpagissa @sent1nel5 @Si_or_just_Si @SamiSoderlund @WereldPijnCafe @Rob47957578… https://t.co/5sbLjGieyU,2,3,stranger_poetry,http://www.bottomlayer.com/bottom/reality/RealityFrame1.html,0.0
94,2020-04-14 11:26:08,@PhRMA @Merck please stop the vaccines with roundup in them.,0,0,flinn777,flinn7777@gmail.com,0.0
95,2020-04-14 11:22:53,@Osukemono 買ってない..ギギギ..,0,2,sakura_merck,アルムの村,0.0
96,2020-04-14 11:22:23,‘Big pharma’ is minder gericht op verdienen aan vaccins – farmaceuten als Merck en Roche lijken steeds meer op inve… https://t.co/cnT4MwIafe,0,1,MartindeGoede,Nederland,1.0
97,2020-04-14 11:17:34,@maelstephen @DPJHodges Merck and Roche are two of the biggest testing companies in the world and they have factori… https://t.co/sNhXA36B91,0,1,nobdy_imp,,0.0
98,2020-04-14 11:16:33,@Diurpagissa @pufpufpafpaf @sent1nel5 @Si_or_just_Si @SamiSoderlund @WereldPijnCafe @Rob47957578 @quovadisweblog… https://t.co/0voeVzQjx9,0,1,stranger_poetry,http://www.bottomlayer.com/bottom/reality/RealityFrame1.html,0.0
99,2020-04-14 11:06:13,@pufpufpafpaf @sent1nel5 @Si_or_just_Si @SamiSoderlund @WereldPijnCafe @Rob47957578 @quovadisweblog @Diurpagissa… https://t.co/M2l0z8zjzI,0,1,stranger_poetry,http://www.bottomlayer.com/bottom/reality/RealityFrame1.html,0.0
100,2020-04-14 11:06:08,"Unser neuer #CorporateResponsibility-Bericht für 2019 ist online! Er zeigt, wie unsere Geschäftsaktivitäten die Zie… https://t.co/fP6CYh1Iau",0,0,merck_de,"Deutschland, Darmstadt",-3.0
101,2020-04-14 10:59:29,@Medness8 this week with a #COVID19 special with latest #clinicaltrial n #business updates from @ImmunomedicsInc… https://t.co/WqxarGfgX7,0,1,Medness8,,0.0
102,2020-04-14 10:58:27,Os apartamento da Merck são tão lindo 🤤 https://t.co/eIAa1gDcHq,0,1,Pjey89,Jacarepaguá RJ ,0.0
103,2020-04-14 10:51:23,@pufpufpafpaf @sent1nel5 @Si_or_just_Si @SamiSoderlund @WereldPijnCafe @Rob47957578 @quovadisweblog @Diurpagissa… https://t.co/UL6o1Yfpte,1,3,stranger_poetry,http://www.bottomlayer.com/bottom/reality/RealityFrame1.html,0.0
104,2020-04-14 10:50:18,"@merck_de Ist die Merck eigentlich mit deren ganzen pharmazeutischen Kampfkraft mit am Start, um das blöde Pandemie… https://t.co/4EO3oUEUVF",0,0,MrEmueller661,Deutschland,-3.0
105,2020-04-14 10:48:55,@queenkinkydom Yummy lovely,0,0,merck_x,Singapore,6.0
106,2020-04-14 10:43:08,@alex_timeline @nosisevise @veritas273 Сукоб интереса? (уз дужно поштовање др Кону): Od 1995. obavljao je dužnost d… https://t.co/xBpTn4oZzG,0,1,ivanajpavlovic,Novi Sad,-2.0
107,2020-04-14 10:41:06,"cette entreprise sous-traitante de Sanofi, Merck, Mylan et autres labos, qui emploie 250 salariés et une quarantain… https://t.co/mq1xgkhub2",0,0,RockyBilbo,ici,0.0
108,2020-04-14 10:40:04,German drugmaker Merck bets that quantum technology from New York-based startup Seeqc could speed up pharmaceutical… https://t.co/jjD83AiTWd,1,1,Andrew_Campling,London,0.0
109,2020-04-14 10:37:41,"In 2014, the #GatesFoundation funded tests of experimental HPV vaccines, developed by GSK and Merck, on 23,000 youn… https://t.co/Wgx7aOPayg",10,9,patricksavalle,Clown world,0.0
110,2020-04-14 10:23:33,"@PGtzsche1 

https://t.co/iOC6nNTrSH

☝🏿”Toluene Merck-Pure” on the production of antibodies.… https://t.co/eBfes3Csy2",1,0,weaponizedword1,,1.0
111,2020-04-14 10:17:03,"@smudgesbird @alexmassie Germany has factories for Roche and Merck inside its borders, which are two of the biggest… https://t.co/JHtq4P9KGm",0,0,nobdy_imp,,0.0
112,2020-04-14 10:13:27,"@josuisacai @ivanaedu Stručni je saradnik brojnih proizvođača vakcina (Merck Sharp &amp; Dohme, Pfizer, Sanofi Pasteur,… https://t.co/jdVTAa3gzF",1,6,ivanajpavlovic,Novi Sad,0.0
113,2020-04-14 10:01:00,"Delighted and proud to sponsor the London #HRAnalytics #PeopleAnalytics meetup, which is taking place virtually on… https://t.co/bHIEXBwGsf",0,0,3nStrategy,"London, UK",5.0
114,2020-04-14 09:58:45,@Merck THANKFUL BLESSINGS ALWAYS!!,1,1,pastorannisha,Fort Worth Texas Chosen Vessel,5.0
115,2020-04-14 09:50:40,AstraZeneca-Merck genetic disorder treatment wins FDA nod https://t.co/NPg7uDRdUF AstraZeneca-Merck genetic disorde… https://t.co/duVRm0ytaS,0,0,HealthT21793947,,2.0
116,2020-04-14 09:40:55,"Harvey  Coleman,  IBM  ’ de yillarca  yonetici egitimi departmaninda calisti. Son yillara kadar AT&amp;T,  Coca Cola  v… https://t.co/yigi1KP10f",0,0,ArtiMesut,"Istanbul, Turkey",0.0
117,2020-04-14 09:40:36,"@CharlesActs412 @stopvaccinating 2.fact sheet on the vaccine's ingredients.

Merck, the vaccine's manufacturer, ack… https://t.co/uNb0MPTgWY",0,0,notaryamansingh,,0.0
118,2020-04-14 09:35:55,'Big pharma' is minder gericht op verdienen aan vaccins – farmaceuten als Merck en Roche lijken steeds meer op inve… https://t.co/nb4QttNzpI,0,0,BINederland,"Amsterdam, Netherlands",1.0
119,2020-04-14 09:22:04,"“The benefits of HPV vaccines continue to outweigh their risks.”

Gardasil has now been on the market for 14 years.… https://t.co/5ESE5yCo7q",6,7,weaponizedword1,,0.0
120,2020-04-14 09:19:28,たぶん恒常です https://t.co/h89aNru9nF,0,0,merck_snow,九州だって信じてる,0.0
121,2020-04-14 09:15:59,Lo que mola estar en estos tiempos en @merck_es 1 empresa que se dedica a mejorar la vida y la salud de las persona… https://t.co/zB5S0fa3DQ,2,6,Virginiagalvin,Madrid,0.0
122,2020-04-14 09:13:41,やっぱりチエル実装しますやん石持ってて良かった・・・,0,1,merck_snow,九州だって信じてる,0.0
123,2020-04-14 09:13:23,"Ayer arrancó el pitch final de #VenceAlVirus, Hackaton virtual de la @ComunidadMadrid para generar respuestas a los… https://t.co/qfUwAzqu3M",2,10,merck_es,España,0.0
124,2020-04-14 09:08:48,gahig ulo jud ni si merck mo anhi jud og nasipit,0,1,Mayyiiiiee,Paul Klein,0.0
125,2020-04-14 09:08:03,"@GiuseppeConteIT
@GiuliaGrilloM5S
@Roberto_Fico 

2014 Gates Foundation funded tests of experimental HPV vaccines,… https://t.co/WiCQKy79tx",0,0,CNoizez,,0.0
126,2020-04-14 09:06:05,"AstraZeneca, Merck secure FDA nod for Koselugo to treat NF1 disorder 

#LifeatNJ #BarringtonJames #AstraZeneca… https://t.co/tgmXdidyMV",0,1,BarringtonJames,"Europe, USA, APAC",0.0
127,2020-04-14 09:04:36,Use of Photon Equivalents as a Parameter for Scaling #Photoredox Reactions in #Flowchemistry: the translation of a… https://t.co/AIS9MsHtGQ,0,2,vapourtec,"Nr Cambridge, UK",0.0
128,2020-04-14 09:03:11,"Merck &amp; Co., Inc. $MRK Price Target Lowered to $92.00 at UBS Group https://t.co/g939As1omp",0,0,ThisLincolnian,United States,0.0
129,2020-04-14 09:00:46,"Merck &amp; Co., Inc. $MRK Price Target Lowered to $92.00 at UBS Group https://t.co/QwhrRgddZE",0,0,TickerReport,Virginia,0.0
130,2020-04-14 09:00:17,"Merck &amp; Co., Inc. $MRK Price Target Lowered to $92.00 at UBS Group https://t.co/P194VIRg14",0,0,WatchlistN,,0.0
131,2020-04-14 08:59:58,"Merck &amp; Co., Inc. $MRK Price Target Lowered to $92.00 at UBS Group https://t.co/kgM1gcVr2Z",0,0,ConsumerFeed,"Sioux Falls, SD",0.0
132,2020-04-14 08:51:02,AstraZeneca-Merck Genetic Disorder Treatment Wins FDA Nod - The New York Times https://t.co/mo9AYJgFZH,0,0,GeneticsShare,Coventry,2.0
133,2020-04-14 08:51:02,AstraZeneca-Merck Genetic Disorder Treatment Wins FDA Nod - The New York Times https://t.co/GS6CVD3L6m,0,0,Geneticswatch,,2.0
134,2020-04-14 08:31:07,"In 2014, #GatesFoundation funded tests of experimental HPV vaccines, developed by GSK and Merck, on 23,000 young gi… https://t.co/qDZ36QblyV",0,0,HanneNabintuHer,United Kingdom,0.0
135,2020-04-14 08:24:23,#AZN string of News Releases. Had FDA Approval with Merck for Koselugo (Selimetunab) for a particular condition of Neurofibrometosis.,0,3,wheeliedealer,Lots Free Education...CLICK,2.0
136,2020-04-14 08:21:45,Merck Foundation has joined hands with First Ladies of the African continent to raise awareness on the Coronavirus… https://t.co/qT1EUkda96,0,0,Merck4Patients,Africa,0.0
137,2020-04-14 08:21:35,Merck Foundation has joined hands with First Ladies of the African continent to raise awareness on the Coronavirus… https://t.co/0SKcDs1TRb,0,0,Merck_MARS,Africa and worldwide,0.0
138,2020-04-14 08:21:29,Merck Foundation has joined hands with First Ladies of the African continent to raise awareness on the Coronavirus… https://t.co/chOffgbiCw,0,0,Merck_MCCP,Africa and Worldwide ,0.0
139,2020-04-14 08:21:16,Merck Foundation has joined hands with First Ladies of the African continent to raise awareness on the Coronavirus… https://t.co/sq7jU5rObV,0,0,MerckAfrica,"Darmstadt, Germany",0.0
140,2020-04-14 08:21:06,Merck Foundation has joined hands with First Ladies of the African continent to raise awareness on the Coronavirus… https://t.co/DP5kidsIwQ,0,0,MerckAndMothers,Africa and Worldwide,0.0
141,2020-04-14 08:19:02,"Fighting stigma —  Neurological Disorder Drugs Market growth, Market trends analysis, By Top Key Players: Merck ...… https://t.co/MSIIPXjOZs",0,0,stigmabase,Worldwide,0.0
