,created_at,text,retweet_count,favorite_count,screenname,location,sentiment
58,2020-04-11 08:17:03,@YAYshamsaldeen @GileadSciences ما تشوف mortality rate عالي للناس بأجهزة تنفس الضغط العالي ؟ صعوبة مقارنته بالcontr… https://t.co/9Q64nSzjMt,0,0,shogrennn,,0.0
59,2020-04-11 08:10:35,"@GileadSciences $gild #gild
Out of a trial of 53 severely ill #covid19  patients #clinicaltrial 2/3rd have shown dr… https://t.co/u2pI9054R9",1,2,Angel40319349,,-4.0
60,2020-04-11 07:50:51,"@C_Barraud This is marketing BS coming directly from @GileadSciences .
It could well be that 2/3 of patients would… https://t.co/LjnJRwmfXg",0,0,youflavio,"Basel-City, Switzerland",0.0
61,2020-04-11 07:27:15,@YAYshamsaldeen @GileadSciences بشرك الله بالخير دكتور بإذن الله الفرج قريب,0,0,cho3our,,0.0
62,2020-04-11 07:26:18,@kalamat360 @GileadSciences اللهم امين يارب العالمين جزاكم الله خير 🌹,0,0,YAYshamsaldeen,Q8/UAE/Herts/London/N)Somerset,0.0
63,2020-04-11 07:25:46,"@khalidqq8tt @GileadSciences غير موجود في الكويت.

اذا تم اعتماده من الاكيد سيتم طلبه.",0,0,YAYshamsaldeen,Q8/UAE/Herts/London/N)Somerset,0.0
64,2020-04-11 07:08:28,@DhirajGuptaBHRS @drjohnm @NEJM @GileadSciences @EricTopol @CMichaelGibson The @NEJM is going the way of the… https://t.co/rdIugZEakA,0,0,mcfinlay,London,0.0
65,2020-04-11 07:05:37,"womandream: Actionnaires GileadSciences ..
Tiens on y voit #BlackRock gestionnaire d'actifs dont fonds de pension e… https://t.co/PN2BxUN2zN",0,1,me_guill,"Moscou, Russie",0.0
66,2020-04-11 07:05:36,womandream: Conseiller sanitaire auprés #Macron Christi40129397 (Christian Chidiac) corrompu par GileadSciences ? V… https://t.co/ovMwKMknXB,0,1,me_guill,"Moscou, Russie",0.0
67,2020-04-11 06:56:17,So the mortality rate is worse with the new @GileadSciences drug involved? https://t.co/79veb9HQ4T,0,0,MrTea25594152,World Of Hurt,-3.0
68,2020-04-11 06:52:52,@GileadSciences Gilead is trying there best to get remdesivir out in the market.,0,0,isma_hafeez,"California, USA",3.0
69,2020-04-11 06:46:54,Nice! Need more test results. Feels like time is frozen in clinical trials. Any out of the box ideas to expedite th… https://t.co/9TcSm7YB3N,0,0,vijaybperumal,"Bengaluru, India",5.0
70,2020-04-11 06:44:28,@jabarocas @JoeWrightMD @tara_vijayan @BenjaminLinas @The_BMC @GileadSciences @Regeneron @MassGeneralNews For passe… https://t.co/OZHAypTAkP,0,2,tdbrothers,K’jipuktuk / Halifax,0.0
71,2020-04-11 05:45:29,@RDInPHNT https://t.co/mnDsgpwqEJ,0,3,alijpot_ali,,0.0
72,2020-04-11 05:35:43,@4X4x4X4x @hoboinvestor1 @Local_Chlse @onlyslots @GileadSciences Be satisfied with less,0,0,JesseWorrell4,,2.0
73,2020-04-11 05:22:02,@jabarocas @tara_vijayan @BenjaminLinas @The_BMC @GileadSciences @Regeneron @egaly @BeverlyMoy You should write an… https://t.co/AEO9aYQcg9,0,1,DrNicteMejia,"Boston, MA",0.0
74,2020-04-11 05:14:31,@HelpMyBreathing @raoult_didier spreading bad manners in research. A lot of @GileadSciences employees as xo authors… https://t.co/hfF2cQzPRu,1,2,jeanlucvachiery,"Bruxelles, Belgique",0.0
75,2020-04-11 05:01:24,@GileadSciences @NEJM I know Redemsivir is useful. #coronavirus,0,0,parermayla,Shanghai,2.0
76,2020-04-11 04:46:34,@GileadSciences When  we can inject??,0,0,Sadeq95165636,,0.0
77,2020-04-11 04:14:29,@JoeWrightMD @tara_vijayan @BenjaminLinas @The_BMC @GileadSciences @Regeneron @MassGeneralNews This tweet gets a double-like.,0,2,jabarocas,"Boston, MA",2.0
78,2020-04-11 04:13:07,@jabarocas @tara_vijayan @BenjaminLinas @The_BMC @GileadSciences @Regeneron @MassGeneralNews Well that goes to… https://t.co/2JLfMfzYyO,0,3,JoeWrightMD,"Boston, MA",0.0
79,2020-04-11 04:10:11,"@JoeWrightMD @tara_vijayan @BenjaminLinas @The_BMC @GileadSciences @Regeneron @MassGeneralNews True, but we aren’t even getting that.",0,0,jabarocas,"Boston, MA",2.0
80,2020-04-11 04:09:59,@drjohnm @DhirajGuptaBHRS @NEJM @GileadSciences @EricTopol @CMichaelGibson Agree.  Virtually useless data.,0,0,DrBowdish,"Los Angeles, CA",-1.0
81,2020-04-11 04:09:17,@jabarocas @tara_vijayan @BenjaminLinas @The_BMC @GileadSciences @Regeneron @MassGeneralNews Trials aren't the only… https://t.co/I1KYCjRbjk,0,1,JoeWrightMD,"Boston, MA",0.0
82,2020-04-11 04:08:16,"@KrutikaKuppalli @GileadSciences In the absence of a vaccine, safe pre-exposure prophylaxis may enable a resumption… https://t.co/PO8tYNdNYt",0,0,Dnagatc1,"Dublin City, Ireland",1.0
83,2020-04-11 04:00:46,"@KrutikaKuppalli @GileadSciences There appears as yet to be no impetus to conduct a ""pre-exposure"" prophylaxis tria… https://t.co/P7MQKG0NcO",0,1,Dnagatc1,"Dublin City, Ireland",-1.0
84,2020-04-11 04:00:14,@GileadSciences @Biotech2050 Sink the ships and keep the post afloat,0,0,noproblemjack,Bay City,0.0
85,2020-04-11 03:46:44,"@StratCons @GileadSciences Con tres, de hecho. Esperemos resultados pronto.",0,0,FerArceAmare,Mexico,0.0
86,2020-04-11 03:46:22,@StratCons @ahope71 @GileadSciences La inmensa mayoría de los hospitales en México ni siquiera dispondrán de el.,0,0,uro_c,,0.0
87,2020-04-11 03:43:59,@KrutikaKuppalli @GileadSciences Is Remedesivir administered as an intravenous infusion?  Its use among patient coh… https://t.co/OLH5fqNpP1,0,0,Dnagatc1,"Dublin City, Ireland",0.0
88,2020-04-11 03:37:37,@DhirajGuptaBHRS @NEJM @GileadSciences @drjohnm @EricTopol @CMichaelGibson Not sure if serious complications in 23%… https://t.co/bJEdkrpIIt,1,2,presbyope,,0.0
89,2020-04-11 03:35:32,@jabarocas @tara_vijayan @BenjaminLinas @The_BMC @GileadSciences @Regeneron @MassGeneralNews Hmm. This worries me.… https://t.co/LJclJWbWUA,0,2,k_stephensonMD,"Boston, MA",-3.0
90,2020-04-11 03:14:39,@GileadSciences @gileadmedia #Gilead https://t.co/pJ0Awz8m98,0,0,nyeventslist,"New York, NY",0.0
91,2020-04-11 03:14:20,"@tara_vijayan @BenjaminLinas @The_BMC @GileadSciences @Regeneron In #BigPharma, zip code 02114 is more appealing th… https://t.co/5RAkgFCJDe",1,8,jabarocas,"Boston, MA",2.0
92,2020-04-11 03:12:51,@globaltimesnews @GileadSciences 😅,0,0,PatrickParaison,haiti,0.0
93,2020-04-11 03:12:04,@globaltimesnews @GileadSciences Is killing people a hobby for Chinese,0,0,Vinodhari2,"Chennai, India",-3.0
94,2020-04-11 03:08:41,@jabarocas @tara_vijayan @BenjaminLinas @The_BMC @GileadSciences @Regeneron Speechless. Sounds #Massachusetts needs… https://t.co/vYw4wlVkKq,0,1,DrNicteMejia,"Boston, MA",0.0
95,2020-04-11 03:07:34,@tara_vijayan @BenjaminLinas @jabarocas @The_BMC That’s systematic erasure and cannot continue! @GileadSciences… https://t.co/g537hAwgAc,0,0,AhluwaliaPhD,,0.0
96,2020-04-11 03:06:38,@tara_vijayan @BenjaminLinas @The_BMC @GileadSciences @Regeneron So large institutions with lots of money will cont… https://t.co/YxOGk0cBtG,1,8,jabarocas,"Boston, MA",3.0
97,2020-04-11 03:06:24,"@NPR @GileadSciences First, the “some got better” effects aren’t even close to impressive. Now, they’re running ano… https://t.co/ERnMPTcK2K",0,1,Mxhrad,,5.0
98,2020-04-11 03:04:09,@tara_vijayan @BenjaminLinas @The_BMC IMO drug companies are more interested in landing big name institutions to tr… https://t.co/XQUdiPrCkX,4,13,jabarocas,"Boston, MA",3.0
99,2020-04-11 03:03:27,@NPR “Some got better” with no control means no conclusions are possible. @GileadSciences just wasted their money.,0,1,Mxhrad,,-2.0
100,2020-04-11 02:57:27,"@FerArceAmare @GileadSciences Ya están en ello.
Hay protocolos de los NHI en México.
A ver qué tal.",0,0,StratCons,iPhone: Planet Earth,0.0
101,2020-04-11 02:55:25,@StratCons @GileadSciences It’s not a RCT though,0,1,FerArceAmare,Mexico,0.0
102,2020-04-11 02:46:48,"Preliminary results of using #Remdesivir showed that of the 53 #COVID19 patients who were administered the drug, on… https://t.co/1Jsb1XO5gy",1,3,GlobalTimesBiz,Beijing China ,3.0
103,2020-04-11 02:46:02,"@globaltimesnews @GileadSciences Lol, now chinese trying to sell their virus tablets.
You guys don't know the anger… https://t.co/Nn0pt1S7RY",1,2,BihaariBaba,,0.0
104,2020-04-11 02:43:59,"Preliminary results of using #Remdesivir showed that of the 53 #COVID19 patients who were administered the drug, on… https://t.co/KzJ8IY1gnX",13,24,globaltimesnews,"Beijing, China",0.0
105,2020-04-11 02:35:02,@WAcecilia33 @GileadSciences @NEJM Absolutely,0,0,MtpArturo,,0.0
106,2020-04-11 02:34:04,"Just hints for now, but these are stoking optimism that #remdesivir, @GileadSciences' experimental drug being inves… https://t.co/gM2LgE8y3b",1,1,jwgale,"Melbourne, Australia ",2.0
107,2020-04-11 02:21:10,"@amino15 @GileadSciences That's about the exact same rate that had improvement without remdesavir.

Maybe it is eff… https://t.co/W4d6UOAsvi",1,3,FungalDoc,"St Louis, MO",2.0
108,2020-04-11 02:16:45,"@JesseWorrell4 @hoboinvestor1 @Local_Chlse @onlyslots @GileadSciences Dude, be a reasonable person and think positi… https://t.co/Vm1uRfwFsF",0,0,4X4x4X4x,,0.0
109,2020-04-11 02:07:42,@SenFeinstein Yea what about all the ppl getting fucked cuz companies like @GileadSciences won't allow their elderl… https://t.co/M1U2xOtPAc,0,0,JeDiGoLLuM01,NY,5.0
110,2020-04-11 02:02:57,A @GileadSciences #remdesevir study in @NEJM without a control group. &gt;half of #covid19 patients given the drug had… https://t.co/XJYmnjt9su,0,1,PerceptronMD,,0.0
111,2020-04-11 02:00:01,"@KrutikaKuppalli @GileadSciences One limited trial data of less than100 people,effectiveness with only 68%.Objectiv… https://t.co/n2G3EhDGrh",0,0,Sunnysweet16,Twitterland,1.0
112,2020-04-11 01:49:41,@KrutikaKuppalli @GileadSciences Is remdesivir orally bioavailable? Key question for widespread usage.,0,0,richykirsh,,0.0
113,2020-04-11 01:46:35,"@simplyTereMo @kidney_boy Promising but uncontrolled. I believe in remdesivir, and reached out to @GileadSciences t… https://t.co/Z76MHVWBCo",0,1,DrBCalifornia,San Diego CA,1.0
114,2020-04-11 01:41:41,"@4X4x4X4x @hoboinvestor1 @Local_Chlse @onlyslots @GileadSciences Boycott US &amp; China, we don’t need them, goodbye troll.",0,0,JesseWorrell4,,-4.0
115,2020-04-11 01:41:15,"- Another small data set of a drug used under compassionate use 
- We need longer term follow-up in patients who re… https://t.co/KfdsPJyJVy",2,10,KrutikaKuppalli,"Palo Alto, CA",2.0
116,2020-04-11 01:39:08,@YAYshamsaldeen @GileadSciences راح يطبق بالكويت دكتور,0,0,khalidqq8tt,,0.0
117,2020-04-11 01:30:42,"Two-Thirds of Severe Covid-19 Improved on Gilead’s Remdesivir.
@GileadSciences 
https://t.co/MjOlC64FUc",9,11,StratCons,iPhone: Planet Earth,0.0
118,2020-04-11 01:27:57,就是对中国重症患者临床试验的停止，感到愤懑！曹彬你有话说吗？ https://t.co/RYfJFFGVVC,0,0,chaoschen,,0.0
119,2020-04-11 01:24:14,Preliminary @NEJM report on compassionate-use @GileadSciences remdesivir for #COVID19. Limitations: small size of c… https://t.co/7G8gyc8GKO,0,3,EdmundTsuiMD,"Los Angeles, CA",2.0
120,2020-04-11 01:07:52,Hopeful! #Remdesivir $GILD #GileadSciences #COVIDー19 #coronavirus #SARSCoV2 https://t.co/iPRlKsOJ8N,0,1,pietjepsvpuk,,2.0
121,2020-04-11 00:59:16,"@GileadSciences’ Remdesivir, a broad-spectrum antiviral, is viewed by researchers and doctors as one of the most pr… https://t.co/HWQQ2o9Fc3",0,0,MScampoli,"New York, NY USA",0.0
122,2020-04-11 00:53:14,This seems promising! https://t.co/r578GIBokw,0,2,motoso__,Accra,0.0
123,2020-04-11 00:52:21,Strong message. Data coming soon. Hoping for good results! #Remdesivir #Gilead #GileadSciences $GILD #coronavirus… https://t.co/m56Y0Ver4x,0,0,pietjepsvpuk,,7.0
124,2020-04-11 00:51:42,$GILD #remdesivir #SARSCov2 #COVID19. https://t.co/U6B80a79jL,0,1,portefeuillefun,"Düsseldorf, Germany",0.0
125,2020-04-11 00:51:35,@GileadSciences Is the drug effective?,0,0,JackZhang70,"Toronto, Ontario",2.0
126,2020-04-11 00:50:54,@almagoch @NEJM @GileadSciences Jaja se agradece!,0,1,IsaacNunezs22,,0.0
127,2020-04-11 00:45:02,https://t.co/r0zNu0w6O5 @ottosonnenh @Salud_Ec @elcomerciocom @eluniversocom @Lenin Ojo Ecuador con esta medicacion… https://t.co/nCsbTXrwVp,0,0,atahualpa867,North Bergen ,0.0
128,2020-04-11 00:36:55,"@almagoch @NEJM @GileadSciences Solo analizan a 53, entre otras cuestiones como las que bien mencionas.
https://t.co/K21j71znr9",0,0,IsaacNunezs22,,0.0
129,2020-04-11 00:36:25,".@FujifilmUS has started much awaited clinical trial of #Avigan in the US, a possible SilverBullet for #Coronavirus… https://t.co/sHFJUwIR7n",2,2,SHO_Mats,Mayfair(London) | Midtown(NYC),-1.0
130,2020-04-11 00:36:20,Some early promising signs with remdesivir as a #COVID-19 treatment option. https://t.co/H5F4AfML0b,0,1,Steve_Rodgers,"Brisbane, Queensland",0.0
131,2020-04-11 00:35:43,@almagoch @NEJM @GileadSciences **Remdesivir,0,1,GerarDucatti,México,0.0
132,2020-04-11 00:35:00,"#Gilead_sciences
هل سيكون علاج ( الفيروس الصيني)عند شركة ( جلعاد)..؟؟ 
................
 جلعاد: شركة أمريكية( يهودي… https://t.co/YqO3L47vpH",1,2,SZofean, KUWAIT_Syria,0.0
133,2020-04-11 00:32:27,"El @NEJM presenta hoy una serie de 61 pacientes graves con #COVIDー19, que autorizaron el uso compasivo del… https://t.co/nzmzmkxRhj",12,55,almagoch,CDMX,0.0
134,2020-04-11 00:31:04,.@GileadSciences’ #Remdesivir kills #Coronavirus over a 10-day course of intravenous treatment. https://t.co/XyyDZ2M4dY,0,1,SHO_Mats,Mayfair(London) | Midtown(NYC),-3.0
135,2020-04-11 00:28:21,"@GileadSciences Too early to comment, but hopefully the beginning of the end. #GoodFriday",0,4,MrTechie_D,"Chicago, IL",2.0
136,2020-04-11 00:26:22,Y’all gilead actually is pretty cool without them I would not be able to afford prep (thank you @GileadSciences !!!… https://t.co/FDXbXnllVM,0,2,en_tice_ing,"Atlanta, GA",4.0
137,2020-04-11 00:25:09,An update from our Chairman &amp; CEO Daniel O’Day on Gilead’s clinical trials for our investigational treatment for CO… https://t.co/aPnSSq4CE1,39,143,GileadSciences,"Foster City, California",0.0
138,2020-04-11 00:21:36,"@DhirajGuptaBHRS @NEJM @GileadSciences @drjohnm @EricTopol @CMichaelGibson Uh, no",0,0,jeffreygibson1,"Nashville, TN",-1.0
139,2020-04-11 00:17:00,"Compassionate Use of Remdesivir for Patients with Severe Covid-19 | NEJM @NEJM @GileadSciences 
https://t.co/lICVn8j3Th",1,1,BryanTegomoh,"Berkeley, California",0.0
140,2020-04-11 00:13:17,@GermHunterMD @GileadSciences I appreciate that they are straightforward in mentioning the limitations of this stud… https://t.co/Rv0VlZyw0A,0,2,CBLevineMS,,2.0
141,2020-04-11 00:10:49,@GermHunterMD .@GileadSciences is running several (3+) different trials concurrently. This is just the first one to… https://t.co/1eTXTcqJCN,0,0,CBLevineMS,,0.0
142,2020-04-11 00:09:46,"@DrDenaGrayson Dr. Dena, Thx for #CovidUpdates I've been following about a dozen plus vaccine candidates,… https://t.co/BvwHPN6EhR",0,0,tazzman22,St. Louis Metro Area,0.0
143,2020-04-10 23:50:52,Prometedores resultados de medicamento en 53 pacientes #COVID19 en condiciones graves con 68% de mejoría y 18% de m… https://t.co/s6ay375rW8,4,4,rafaelabadell,UK,0.0
